PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000E+00 0.00000E+00 3.10435E-01 3.10416E-01 3.10414E-01 3.10414E-01 3.13535E-01 3.10414E-01 0.00000E+00 0.00000E+00 6.84856E-01 
0.00000E+00 0.00000E+00 1.22950E-01 1.22930E-01 1.22929E-01 1.22929E-01 1.26079E-01 1.22929E-01 0.00000E+00 0.00000E+00 2.69337E-01 
0.00000E+00 -1.49089E-02 -1.58378E-01 -1.58401E-01 -1.58400E-01 -1.58400E-01 -1.55220E-01 -1.58400E-01 -1.49089E-02 0.00000E+00 -3.44890E-01 
0.00000E+00 -4.10977E-01 -5.54611E-01 -5.54636E-01 -5.54634E-01 -5.54634E-01 -5.51423E-01 -5.54634E-01 -4.10977E-01 0.00000E+00 -1.19977E+00 
0.00000E+00 -9.64542E-01 -1.10835E+00 -1.10838E+00 -1.10837E+00 -1.10837E+00 -1.10513E+00 -1.10837E+00 -9.64542E-01 0.00000E+00 -2.38229E+00 
0.00000E+00 -1.70337E+00 -1.84736E+00 -1.84739E+00 -1.84738E+00 -1.84738E+00 -1.84410E+00 -1.84738E+00 -1.70337E+00 0.00000E+00 -3.94565E+00 
0.00000E+00 -2.65733E+00 -2.80151E+00 -2.80154E+00 -2.80153E+00 -2.80153E+00 -2.79822E+00 -2.80154E+00 -2.65733E+00 0.00000E+00 -5.94601E+00 
0.00000E+00 -3.56312E+00 -3.70746E+00 -3.70750E+00 -3.70749E+00 -3.70749E+00 -3.70415E+00 -3.70749E+00 -3.56312E+00 0.00000E+00 -7.83058E+00 
0.00000E+00 -3.85809E+00 -4.00247E+00 -4.00251E+00 -4.00250E+00 -4.00250E+00 -3.99915E+00 -4.00250E+00 -3.85809E+00 0.00000E+00 -8.44162E+00 
0.00000E+00 -5.46757E+00 -5.61218E+00 -5.61222E+00 -5.61221E+00 -5.61221E+00 -5.60882E+00 -5.61221E+00 -5.46757E+00 0.00000E+00 -1.17560E+01 
0.00000E+00 -7.44585E+00 -7.59070E+00 -7.59074E+00 -7.59073E+00 -7.59073E+00 -7.58729E+00 -7.59073E+00 -7.44585E+00 0.00000E+00 -1.57911E+01 
0.00000E+00 -9.83721E+00 -9.98230E+00 -9.98235E+00 -9.98234E+00 -9.98234E+00 -9.97885E+00 -9.98234E+00 -9.83721E+00 0.00000E+00 -2.06215E+01 
0.00000E+00 -1.26861E+01 -1.28315E+01 -1.28315E+01 -1.28315E+01 -1.28315E+01 -1.28280E+01 -1.28315E+01 -1.26861E+01 0.00000E+00 -2.63196E+01 
-3.97182E-01 -1.36259E+01 -1.37716E+01 -1.37716E+01 -1.37716E+01 -1.37716E+01 -1.37680E+01 -1.37716E+01 -1.36259E+01 -3.97182E-01 -2.77864E+01 
-1.40590E+00 -1.44892E+01 -1.46351E+01 -1.46352E+01 -1.46351E+01 -1.46351E+01 -1.46315E+01 -1.46351E+01 -1.44892E+01 -1.40590E+00 -2.90951E+01 
-2.89430E+00 -1.58298E+01 -1.59760E+01 -1.59761E+01 -1.59761E+01 -1.59761E+01 -1.59724E+01 -1.59761E+01 -1.58298E+01 -2.89430E+00 -3.14248E+01 
-4.93412E+00 -1.77198E+01 -1.78663E+01 -1.78663E+01 -1.78663E+01 -1.78663E+01 -1.78626E+01 -1.78663E+01 -1.77198E+01 -4.93412E+00 -3.48994E+01 
-7.59627E+00 -2.02301E+01 -2.03770E+01 -2.03770E+01 -2.03770E+01 -2.03770E+01 -2.03732E+01 -2.03770E+01 -2.02301E+01 -7.59627E+00 -3.96344E+01 
-1.09491E+01 -2.34295E+01 -2.35766E+01 -2.35767E+01 -2.35767E+01 -2.35767E+01 -2.35728E+01 -2.35767E+01 -2.34295E+01 -1.09491E+01 -4.57331E+01 
-1.50564E+01 -2.73817E+01 -2.75292E+01 -2.75293E+01 -2.75293E+01 -2.75293E+01 -2.75253E+01 -2.75293E+01 -2.73817E+01 -1.50564E+01 -5.32828E+01 
-1.99755E+01 -3.21444E+01 -3.22923E+01 -3.22924E+01 -3.22924E+01 -3.22924E+01 -3.22883E+01 -3.22924E+01 -3.21444E+01 -1.99755E+01 -6.23509E+01 
-2.57552E+01 -3.77667E+01 -3.79149E+01 -3.79151E+01 -3.79150E+01 -3.79150E+01 -3.79109E+01 -3.79150E+01 -3.77667E+01 -2.57552E+01 -7.29815E+01 
-3.24343E+01 -4.42873E+01 -4.44359E+01 -4.44360E+01 -4.44360E+01 -4.44360E+01 -4.44318E+01 -4.44360E+01 -4.42873E+01 -3.24343E+01 -8.51922E+01 
-4.00387E+01 -5.17324E+01 -5.18814E+01 -5.18815E+01 -5.18815E+01 -5.18815E+01 -5.18773E+01 -5.18815E+01 -5.17324E+01 -4.00387E+01 -9.89707E+01 
-4.85805E+01 -6.01144E+01 -6.02638E+01 -6.02639E+01 -6.02639E+01 -6.02639E+01 -6.02596E+01 -6.02639E+01 -6.01144E+01 -4.85805E+01 -1.14273E+02 
